STABR,FSCSKEY,LIBID,LIBNAME,ADDRESS,CITY,ZIP,ZIP4,ADDRES_M,CITY_M,ZIP_M,ZIP4_M,CNTY,PHONE,C_RELATN,C_LEGBAS,C_ADMIN,C_FSCS,GEOCODE,LSABOUND,STARTDAT,ENDDATE,POPU_LSA,F_POPLSA,POPU_UND,CENTLIB,F_CENLIB,BRANLIB,F_BRLIB,BKMOB,F_BKMOB,MASTER,F_MASTER,LIBRARIA,F_LIBRAR,OTHPAID,F_OTHSTF,TOTSTAFF,F_TOTSTF,LOCGVT,F_LOCGVT,STGVT,F_STGVT,FEDGVT,F_FEDGVT,OTHINCM,F_OTHINC,TOTINCM,F_TOTINC,SALARIES,F_SALX,BENEFIT,F_BENX,STAFFEXP,F_TOSTFX,PRMATEXP,F_PRMATX,ELMATEXP,F_ELMATX,OTHMATEX,F_OTMATX,TOTEXPCO,F_TOCOLX,OTHOPEXP,F_OTHOPX,TOTOPEXP,F_TOTOPX,LCAP_REV,F_LCAPRV,SCAP_REV,F_SCAPRV,FCAP_REV,F_FCAPRV,OCAP_REV,F_OCAPRV,CAP_REV,F_TCAPRV,CAPITAL,F_TCAPX,BKVOL,F_BKVOL,AUDIO_PH,F_AUD_PH,VIDEO_PH,F_VID_PH,TOTPHYS,F_TOTPHY,OTHPHYS,F_OTHPHY,HRS_OPEN,F_HRS_OP,VISITS,F_VISITS,VISITRPT,REFERENC,F_REFER,REFERRPT,REGBOR,F_REGBOR,ODFINE,AUTORENEW,EBOOK_AE,EBOOK_CO,EBOOK_SL,ESERIAL_AE,ESERIAL_CO,ESERIAL_SL,EAUDIO_AE,EAUDIO_CO,EAUDIO_SL,EVIDEO_AE,EVIDEO_CO,EVIDEO_SL,RESDB_AE,RESDB_CO,RESDB_SL,OLP_AE,OLP_CO,OLP_SL,EBOOK_CIR,ESERIAL_CIR,EAUDIO_CIR,EVIDEO_CIR,KIDPHYSCIR,TOTCIR,F_TOTCIR,ELMATCIR,F_EMTCIR,PHYSCIR,F_PHYSCR,OTHPHCIR,F_OTHPCR,LOANTO,F_LOANTO,LOANFM,F_LOANFM,TOTPRO,F_TOTPRO,K0_5PRO,K6_11PRO,YAPRO,F_YAPRO,ADULTPRO,GENPRO,ONPRO,OFFPRO,VIRPRO,TOTATTEN,F_TOTATT,K0_5ATTEN,K6_11ATTEN,YAATTEN,F_YAATT,ADULTATTEN,GENATTEN,ONATTEN,OFFATTEN,VIRATTEN,TOTPRES,TOTVIEWS,GPTERMS,F_GPTERM,PITUSR,F_PITUSR,PITUSRRPT,WIFISESS,F_WIFISS,WIFISRPT,YR_SUB,OBEREG,RSTATUS,STATSTRU,STATNAME,STATADDR,LONGITUD,LATITUDE,LSAGEOID,LSAGEORATIO,LSAGEOTYPE,CNTYPOP,LOCALE_ADD,LOCALE_MOD,CENTRACT,CENBLOCK,CDCODE,CBSA,MICROF,GEOSTATUS,GEOSCORE,GEOMTYPE
IL,IL0571,30696,WEST FRANKFORT PUBLIC LIBRARY,402 EAST POPLAR STREET,WEST FRANKFORT,62896,2480,402 EAST POPLAR STREET,WEST FRANKFORT,62896,2480,FRANKLIN,6189323313,ME,CI,SO,Y,PL1,N,05/01/2023,04/30/2024,7275,R_24,7275,1,R_24,0,R_24,0,R_24,0,R_24,0.88,R_24,1.69,R_24,2.57,R_24,202621,R_24,14678,R_24,4147,R_24,14408,R_24,235854,R_24,93518,R_24,13472,R_24,106990,R_24,17579,R_24,450,R_24,0,R_24,18029,R_24,42681,R_24,167700,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,24213,R_24,161,R_24,424,R_24,24805,R_24,7,R_24,2288,R_24,12996,R_24,ES,75,R_24,ES,496,R_24,Y,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-1,-1,-1,-1,-1,-1,U_24,-1,U_24,9298,R_24,122,R_24,2694,R_24,2577,R_24,96,R_24,45,5,7,R_24,38,1,95,1,0,1618,R_24,740,425,47,R_24,380,26,1542,76,0,0,0,5,R_24,774,ID24,CT,3722,R_24,CT,2025,03,2,00,00,00,-88.9234237,37.89883795,1780333,1,PLACE,37033,33,33,17055040900,170550409003021,1712,-4,N,E,98.49,POINTADDRESS
IL,IL0572,30697,WEST SALEM PUBLIC LIBRARY,112 WEST SOUTH STREET,WEST SALEM,62476,1206,112 WEST SOUTH STREET,WEST SALEM,62476,1206,EDWARDS,6184568970,ME,CI,SO,Y,PL1,N,05/01/2023,04/30/2024,786,R_24,786,1,R_24,0,R_24,0,R_24,0,R_24,0.7,R_24,0,R_24,0.7,R_24,5689,R_24,2191,R_24,0,R_24,17116,R_24,24996,R_24,-9,H_24,-9,H_24,-9,H_24,2500,R_24,275,R_24,100,R_24,2875,R_24,-9,H_24,47490,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,8526,R_24,80,R_24,498,R_24,9104,R_24,0,R_24,1248,R_24,1900,R_24,ES,9,R_24,ES,174,R_24,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,354,4063,R_24,0,R_24,4063,R_24,0,R_24,364,R_24,2967,R_24,8,R_24,2,3,3,R_24,0,0,7,1,0,109,R_24,61,42,6,R_24,0,0,75,34,0,0,0,4,R_24,295,R_24,ES,25,R_24,CT,2025,03,1,00,00,00,-88.0055007,38.52005767,1780853,1,PLACE,5984,43,43,17047956900,170479569001044,1712,-4,N,E,98.49,POINTADDRESS
IL,IL0573,30699,WESTCHESTER PUBLIC LIBRARY,10700 CANTERBURY STREET,WESTCHESTER,60154,4298,10700 CANTERBURY STREET,WESTCHESTER,60154,4298,COOK,7085623573,ME,CI,SO,Y,PL1,N,05/01/2023,04/30/2024,16892,R_24,16892,1,R_24,0,R_24,0,R_24,11.85,R_24,11.85,R_24,1.8,R_24,13.65,R_24,1389924,R_24,53921,R_24,0,R_24,53623,R_24,1497468,R_24,834529,R_24,232587,R_24,1067116,R_24,71519,R_24,36171,R_24,6859,R_24,114549,R_24,208259,R_24,1389924,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,81512,R_24,61318,R_24,4332,R_24,4746,R_24,70826,R_24,430,R_24,2887,R_24,62497,R_24,CT,5649,R_24,CT,6901,R_24,N,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-1,-1,-1,-1,-1,-1,U_24,-1,U_24,70735,R_24,268,R_24,11854,R_24,11413,R_24,439,R_24,73,111,46,R_24,113,96,411,20,8,4303,R_24,1218,1402,196,R_24,993,494,3522,768,13,1,11,31,R_24,8939,R_24,CT,6313,R_24,CT,2025,03,1,00,00,00,-87.88993077,41.85527042,1780047,1,PLACE,5182617,21,21,17031818401,170318184013007,1707,16980,0,E,98.48,POINTADDRESS
IL,IL0574,30700,WESTERN DISTRICT LIBRARY,1111 FOURTH STREET,ORION,61273,9678,1111 FOURTH STREET,ORION,61273,9678,HENRY,3095268375,ME,LD,SO,Y,CD1,N,07/01/2023,06/30/2024,4768,R_24,4768,1,R_24,0,R_24,0,R_24,0.75,R_24,3.19,R_24,0,R_24,3.19,R_24,247893,R_24,17862,R_24,0,R_24,22512,R_24,288267,R_24,156230,R_24,12643,R_24,168873,R_24,16106,R_24,13537,R_24,2798,R_24,32441,R_24,156131,R_24,357445,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,60696,R_24,10915,R_24,280,R_24,1619,R_24,13089,R_24,275,R_24,2652,R_24,12205,R_24,CT,156,R_24,ES,1239,R_24,Y,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-1,-1,-1,-1,-1,-1,U_24,-1,U_24,14434,R_24,521,R_24,1888,R_24,2509,R_24,243,R_24,63,47,7,R_24,115,11,231,12,0,2737,R_24,695,462,71,R_24,773,736,1794,943,0,0,0,4,R_24,610,R_24,ES,276,R_24,ES,2025,03,1,00,00,00,-90.38144679,41.35312649,1707380190,1.603,COUNTY SUBDIVISION,48177,42,42,17073030201,170730302013029,1716,19340,0,E,98.48,POINTADDRESS
IL,IL0575,30647,THOMAS FORD MEMORIAL LIBRARY,800 CHESTNUT STREET,WESTERN SPRINGS,60558,1496,800 CHESTNUT STREET,WESTERN SPRINGS,60558,1496,COOK,7082460520,ME,CI,SO,Y,PL1,N,01/01/2023,12/31/2023,13629,R_24,13629,1,R_24,0,R_24,0,R_24,6.56,R_24,8.44,R_24,6.88,R_24,15.32,R_24,2289739,R_24,43455,R_24,0,R_24,53683,R_24,2386877,R_24,828701,R_24,185828,R_24,1014529,R_24,120693,R_24,63167,R_24,37467,R_24,221327,R_24,605108,R_24,1840964,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,3912,R_24,70447,R_24,5572,R_24,6675,R_24,83841,R_24,1147,R_24,3328,R_24,90863,R_24,CT,40354,R_24,CT,7604,R_24,N,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-1,-1,-1,-1,-1,-1,U_24,-1,U_24,213088,R_24,2260,R_24,23584,R_24,22055,R_24,617,R_24,190,63,153,R_24,175,36,607,0,10,22997,R_24,12042,4015,2701,R_24,2444,1795,22747,0,250,-1,-1,11,R_24,1814,R_24,CT,14545,R_24,CT,2025,03,1,00,00,00,-87.89919285,41.81245428,1780242,1,PLACE,5182617,21,21,17031819801,170318198015012,1706,16980,0,E,98.48,POINTADDRESS
IL,IL0576,30701,WESTMONT PUBLIC LIBRARY,428 NORTH CASS AVENUE,WESTMONT,60559,1502,428 NORTH CASS AVENUE,WESTMONT,60559,1502,DUPAGE,6308696150,ME,CI,SO,Y,PL1,N,05/01/2023,04/30/2024,24429,R_24,24429,1,R_24,0,R_24,0,R_24,8.44,R_24,8.44,R_24,12.78,R_24,21.22,R_24,2201150,R_24,62465,R_24,0,R_24,131019,R_24,2394634,R_24,1178802,R_24,325380,R_24,1504182,R_24,110771,R_24,97896,R_24,50820,R_24,259487,R_24,518860,R_24,2282529,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,60851,R_24,67775,R_24,4236,R_24,12494,R_24,86631,R_24,2126,R_24,3253,R_24,119465,R_24,CT,23565,R_24,CT,11853,R_24,N,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-1,-1,-1,-1,-1,-1,U_24,-1,U_24,243020,R_24,13046,R_24,17665,R_24,26738,R_24,491,R_24,179,58,42,R_24,188,24,443,32,16,9338,R_24,5227,566,103,R_24,2423,1019,7761,1462,115,0,0,35,R_24,12180,R_24,CT,13676,R_24,ES,2025,03,1,00,00,00,-87.97576908,41.80624387,1780645,1,PLACE,937142,21,21,17043844701,170438447013007,1706,16980,0,E,98.49,POINTADDRESS
IL,IL0577,30702,WESTVILLE PUBLIC LIBRARY DISTRICT,233 SOUTH STATE STREET,WESTVILLE,61883,1651,233 SOUTH STATE STREET,WESTVILLE,61883,1651,VERMILION,2172673170,ME,LD,SO,Y,CD1,N,07/01/2023,06/30/2024,11499,R_24,11499,1,R_24,0,R_24,0,R_24,0,R_24,1,R_24,2.34,R_24,3.34,R_24,270835,R_24,16961,R_24,1163,R_24,18456,R_24,307415,R_24,124689,R_24,28387,R_24,153076,R_24,17561,R_24,2329,R_24,728,R_24,20618,R_24,55308,R_24,229002,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,1454,R_24,37391,R_24,2795,R_24,4899,R_24,45085,R_24,0,R_24,2359,R_24,9936,R_24,CT,495,R_24,ES,1196,R_24,Y,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-1,-1,-1,-1,-1,-1,U_24,-1,U_24,14597,R_24,0,R_24,10794,R_24,3842,R_24,46,R_24,17,17,0,R_24,12,0,46,0,0,432,R_24,204,172,0,R_24,56,0,432,0,0,0,0,3,R_24,998,R_24,ES,1555,R_24,ES,2025,03,1,00,00,00,-87.63851927,40.04067996,1718328976,1.544,COUNTY SUBDIVISION,71106,32,32,17183010600,171830106002003,1702,19180,0,E,98.49,POINTADDRESS
IL,IL0578,30703,WHEATON PUBLIC LIBRARY,225 NORTH CROSS STREET,WHEATON,60187,5376,225 NORTH CROSS STREET,WHEATON,60187,5376,DUPAGE,6306681374,ME,CI,SO,Y,PL1,N,01/01/2023,12/31/2023,53970,R_24,53970,1,R_24,0,R_24,0,R_24,10,R_24,11,R_24,37.93,R_24,48.93,R_24,4289359,R_24,80156,R_24,0,R_24,397965,R_24,4767480,R_24,2367712,R_24,770094,R_24,3137806,R_24,222500,R_24,239101,R_24,58200,R_24,519801,R_24,928476,R_24,4586083,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,194794,R_24,22861,R_24,20890,R_24,239743,R_24,1198,R_24,3534,R_24,384284,R_24,CT,56400,R_24,ES,29712,R_24,N,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-1,-1,-1,-1,-1,-1,U_24,-1,U_24,926687,R_24,9570,R_24,9119,R_24,15260,R_24,1325,R_24,299,233,199,R_24,488,106,1116,63,146,31832,R_24,10553,5370,1956,R_24,9644,4309,27456,1992,2384,46,31175,86,R_24,28518,R_24,CT,145069,R_24,CT,2025,03,1,00,00,00,-88.10515583,41.86666872,1781048,1,PLACE,937142,21,21,17043842500,170438425001039,1703,16980,0,E,98.49,POINTADDRESS
IL,IL0579,30704,WHITE HALL TOWNSHIP LIBRARY,119 EAST SHERMAN STREET,WHITE HALL,62092,1398,119 EAST SHERMAN STREET,WHITE HALL,62092,1398,GREENE,2173746014,ME,CI,SO,Y,CD1,N,04/01/2023,03/31/2024,2557,R_24,2557,1,R_24,0,R_24,0,R_24,0,R_24,1.2,R_24,0.18,R_24,1.38,R_24,36747,R_24,6244,R_24,0,R_24,10161,R_24,53152,R_24,-9,H_24,-9,H_24,-9,H_24,1859,R_24,1675,R_24,0,R_24,3534,R_24,-9,H_24,50055,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,15650,R_24,315,R_24,540,R_24,16505,R_24,0,R_24,1485,R_24,5100,R_24,ES,160,R_24,ES,236,R_24,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,1185,3319,R_24,0,R_24,3319,R_24,0,R_24,3150,R_24,900,R_24,119,R_24,52,3,0,R_24,64,0,119,0,0,1219,R_24,780,55,0,R_24,384,0,1219,0,0,0,0,3,R_24,350,R_24,ES,2500,R_24,ES,2025,03,1,00,00,00,-90.40274052,39.43678663,1706181269,1.002,COUNTY SUBDIVISION,11417,43,43,17061973900,170619739003014,1715,-4,N,E,98.49,POINTADDRESS
IL,IL0580,30705,CARLOCK PUBLIC LIBRARY DISTRICT,202 EAST WASHINGTON STREET,CARLOCK,61725,9424,202 E WASHINGTON STREET,CARLOCK,61725,9424,MCLEAN,3093765651,ME,LD,SO,Y,PL1,N,07/01/2023,06/30/2024,2898,R_24,2898,1,R_24,0,R_24,0,R_24,0,R_24,1.5,R_24,1.46,R_24,2.96,R_24,203779,R_24,4275,R_24,0,R_24,2721,R_24,210775,R_24,111288,R_24,0,R_24,111288,R_24,8346,R_24,8131,R_24,629,R_24,17106,R_24,107648,R_24,236042,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,23667,R_24,760,R_24,1407,R_24,25901,R_24,67,R_24,2600,R_24,12639,R_24,CT,24,R_24,ES,800,R_24,N,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-1,-1,-1,-1,-1,-1,U_24,-1,U_24,16670,R_24,25,R_24,2510,R_24,4113,R_24,202,R_24,69,54,37,R_24,33,9,190,1,11,3347,R_24,1230,1118,90,R_24,308,601,3307,18,22,0,0,4,R_24,210,R_24,CT,300,R_24,ES,2025,03,1,00,00,00,-89.13176722,40.58235936,1711215,5.288,PLACE,172069,41,41,17113005202,171130052022061,1716,14010,0,E,98.49,POINTADDRESS
IL,IL0581,30706,WILLIAM LEONARD PUBLIC LIBRARY DISTRICT,13820 CENTRAL PARK AVENUE,ROBBINS,60472,1920,13820 CENTRAL PARK AVENUE,ROBBINS,60472,1920,COOK,7085972760,ME,LD,SO,Y,PL1,N,07/01/2023,06/30/2024,4675,R_24,4675,1,R_24,0,R_24,0,R_24,0,R_24,0.38,R_24,2.08,R_24,2.46,R_24,190000,R_24,7871,R_24,0,R_24,1200,R_24,199071,R_24,100000,R_24,0,R_24,100000,R_24,3800,R_24,0,R_24,0,R_24,3800,R_24,61000,R_24,164800,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,34276,R_24,0,R_24,700,R_24,34976,R_24,0,R_24,1903,R_24,1164,R_24,ES,0,R_24,ES,1903,R_24,Y,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-1,-1,-1,-1,-1,-1,U_24,-1,U_24,161,R_24,0,R_24,0,R_24,0,R_24,88,R_24,15,12,14,R_24,42,5,88,0,0,185,R_24,20,15,8,R_24,119,23,185,0,0,0,0,24,R_24,4152,ID24,ES,-1,U_24,ES,2025,03,2,00,00,00,-87.70866398,41.64136882,1764616,1.01,PLACE,5182617,21,21,17031824300,170318243003035,1701,16980,0,E,98.48,POINTADDRESS
IL,IL0584,30710,WILMETTE PUBLIC LIBRARY DISTRICT,1242 WILMETTE AVENUE,WILMETTE,60091,2558,1242 WILMETTE AVENUE,WILMETTE,60091,2558,COOK,8472565025,ME,LD,SO,Y,PL1,N,07/01/2023,06/30/2024,28180,R_24,28180,1,R_24,0,R_24,0,R_24,20.61,R_24,20.61,R_24,34.44,R_24,55.05,R_24,6085722,R_24,155552,R_24,0,R_24,271748,R_24,6513022,R_24,3530888,R_24,1155851,R_24,4686739,R_24,342913,R_24,678525,R_24,97999,R_24,1119437,R_24,940332,R_24,6746508,R_24,0,R_24,0,R_24,0,R_24,489525,R_24,489525,R_24,208047,R_24,180887,R_24,23338,R_24,17713,R_24,222552,R_24,614,R_24,3692,R_24,242730,R_24,CT,43655,R_24,CT,16200,R_24,N,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-1,-1,-1,-1,-1,-1,U_24,-1,U_24,664193,R_24,23252,R_24,43601,R_24,42899,R_24,1112,R_24,473,210,72,R_24,290,67,764,222,126,32979,R_24,16405,8601,723,R_24,5076,2174,20396,9606,2977,0,0,27,R_24,15043,R_24,CT,789656,R_24,CT,2025,03,1,00,00,00,-87.70919808,42.07460408,1782075,1,PLACE,5182617,21,21,17031801100,170318011002013,1709,16980,0,E,98.48,POINTADDRESS
IL,IL0585,30711,WILMINGTON PUBLIC LIBRARY DISTRICT,201 SOUTH KANKAKEE STREET,WILMINGTON,60481,1338,201 S KANKAKEE ST,WILMINGTON,60481,1338,WILL,7087681258,ME,LD,SO,Y,SU1,N,07/01/2023,06/30/2024,8970,R_24,8970,1,R_24,0,R_24,0,R_24,3,R_24,6.43,R_24,5.9,R_24,12.33,R_24,876269,R_24,68432,R_24,0,R_24,39024,R_24,983725,R_24,537824,R_24,83108,R_24,620932,R_24,43612,R_24,24402,R_24,10980,R_24,78994,R_24,244425,R_24,944351,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,23459,R_24,34039,R_24,2322,R_24,7436,R_24,46110,R_24,2313,R_24,3291,R_24,34054,R_24,CT,1382,R_24,CT,2384,R_24,N,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-1,-1,-1,-1,-1,-1,U_24,-1,U_24,56071,R_24,4941,R_24,9312,R_24,6540,R_24,340,R_24,62,159,30,R_24,86,3,325,15,0,6042,R_24,2101,2459,222,R_24,1223,37,5493,549,0,0,0,32,R_24,2645,R_24,CT,4102,R_24,CT,2025,03,1,00,00,00,-88.1440658,41.3074532,1742630,0.991,SCHOOL DISTRICT (UNIFIED),708583,31,31,17197883401,171978834011040,1701,16980,0,E,98.49,POINTADDRESS
IL,IL0586,30712,WINCHESTER PUBLIC LIBRARY,215 NORTH MAIN STREET,WINCHESTER,62694,1109,215 NORTH MAIN STREET,WINCHESTER,62694,1109,SCOTT,2177423150,ME,CI,SO,Y,PL1,N,05/01/2023,04/30/2024,1574,R_24,1574,1,R_24,0,R_24,0,R_24,1,R_24,1,R_24,0.5,R_24,1.5,R_24,21130,R_24,2321,R_24,0,R_24,11224,R_24,34675,R_24,-9,H_24,-9,H_24,-9,H_24,8342,R_24,427,R_24,161,R_24,8930,R_24,-9,H_24,67033,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,14214,R_24,260,R_24,292,R_24,14769,R_24,3,R_24,1550,R_24,3172,R_24,ES,850,R_24,CT,438,R_24,N,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-1,-1,-1,-1,-1,-1,U_24,-1,U_24,4782,R_24,3,R_24,792,R_24,747,R_24,114,R_24,38,43,6,R_24,25,2,114,0,0,885,R_24,296,317,7,R_24,191,74,885,0,0,0,0,4,R_24,262,R_24,ES,156,R_24,ES,2025,03,1,00,00,00,-90.45620733,39.63361744,1782270,1,PLACE,4880,43,43,17171970700,171719707001035,1715,27300,1,E,98.49,POINTADDRESS
IL,IL0587,30713,WINDSOR STORM MEMORIAL PUBLIC LIBRARY DISTRICT,102 SOUTH MAPLE STREET,WINDSOR,61957,1443,102 SOUTH MAPLE STREET,WINDSOR,61957,1443,SHELBY,2174592498,ME,LD,SO,Y,CD2,N,07/01/2023,06/30/2024,1397,R_24,1397,1,R_24,0,R_24,0,R_24,0,R_24,0,R_24,1.73,R_24,1.73,R_24,99674,R_24,2060,R_24,3887,R_24,2551,R_24,108172,R_24,-9,H_24,-9,H_24,-9,H_24,6715,R_24,980,R_24,0,R_24,7695,R_24,-9,H_24,84586,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,8361,R_24,102,R_24,766,R_24,9229,R_24,0,R_24,1612,R_24,5960,R_24,CT,1007,R_24,CT,197,R_24,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,357,0,0,0,3402,7443,R_24,357,R_24,7086,R_24,0,R_24,2515,R_24,3082,R_24,118,R_24,30,28,0,R_24,60,0,118,0,0,1295,E_24,56,535,0,R_24,704,0,1295,0,0,0,0,3,R_24,376,R_24,CT,983,R_24,CT,2025,03,1,00,00,00,-88.59351342,39.43804174,1717382335,1.001,COUNTY SUBDIVISION,20542,42,42,17173959400,171739594001023,1715,-4,N,E,98.49,POINTADDRESS
IL,IL0588,30714,WINFIELD PUBLIC LIBRARY,0S291 WINFIELD ROAD,WINFIELD,60190,M,0S291 WINFIELD ROAD,WINFIELD,60190,M,DUPAGE,6306537599,ME,CI,SO,Y,PL1,N,05/01/2023,04/30/2024,9835,R_24,9835,1,R_24,0,R_24,0,R_24,3.18,R_24,5.05,R_24,4.6,R_24,9.65,R_24,965624,R_24,14507,R_24,0,R_24,30895,R_24,1011026,R_24,520887,R_24,144736,R_24,665623,R_24,67533,R_24,56283,R_24,8611,R_24,132427,R_24,202257,R_24,1000307,R_24,59146,R_24,0,R_24,0,R_24,0,R_24,59146,R_24,40097,R_24,33372,R_24,1503,R_24,2598,R_24,37518,R_24,45,R_24,3204,R_24,29198,R_24,CT,364,R_24,ES,4402,R_24,N,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-1,-1,-1,-1,-1,-1,U_24,-1,U_24,56933,R_24,579,R_24,408,R_24,2292,R_24,193,R_24,45,52,12,R_24,72,12,169,5,19,3550,R_24,853,1432,101,R_24,1018,146,3324,101,125,4,37,3,R_24,1752,R_24,CT,2832,R_24,CT,2025,03,1,00,00,00,-88.15827184,41.86597298,1782400,1,PLACE,937142,21,21,17043841403,170438414031012,1703,16980,0,E,98.48,STREETADDRESS
IL,IL0589,30715,WINNEBAGO PUBLIC LIBRARY DISTRICT,210 NORTH ELIDA STREET,WINNEBAGO,61088,8586,210 NORTH ELIDA STREET,WINNEBAGO,61088,8586,WINNEBAGO,8153357050,ME,LD,SO,Y,SU1,N,07/01/2023,06/30/2024,7299,R_24,7299,1,R_24,0,R_24,0,R_24,0,R_24,2,R_24,3,R_24,5,R_24,350818,R_24,25801,R_24,0,R_24,25471,R_24,402090,R_24,168025,R_24,24689,R_24,192714,R_24,13297,R_24,1500,R_24,4539,R_24,19336,R_24,138456,R_24,350506,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,35335,R_24,2593,R_24,6531,R_24,44519,R_24,60,R_24,2808,R_24,16065,R_24,CT,280,R_24,CT,1651,R_24,N,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-1,-1,-1,-1,-1,-1,U_24,-1,U_24,40927,R_24,629,R_24,2969,R_24,1303,R_24,125,R_24,37,0,12,R_24,40,36,124,1,0,874,R_24,526,0,10,R_24,138,200,867,7,0,0,0,8,R_24,629,R_24,CT,-1,U_24,CT,2025,03,1,00,00,00,-89.24147033,42.26821527,1742790,0.936,SCHOOL DISTRICT (UNIFIED),283790,41,41,17201004200,172010042002082,1717,40420,0,E,100,POINTADDRESS
IL,IL0590,30716,WINNETKA-NORTHFIELD PUBLIC LIBRARY DISTRICT,768 OAK STREET,WINNETKA,60093,2583,768 OAK STREET,WINNETKA,60093,2583,COOK,8474467220,ME,LD,MO,Y,PL2,N,07/01/2023,06/30/2024,18495,R_24,18495,1,R_24,1,R_24,0,R_24,14.51,R_24,17.01,R_24,15.71,R_24,32.72,R_24,4468720,R_24,103655,R_24,0,R_24,469637,R_24,5042012,R_24,1962300,R_24,368364,R_24,2330664,R_24,234824,R_24,352803,R_24,40522,R_24,628149,R_24,657525,R_24,3616338,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,202210,R_24,79171,R_24,2882,R_24,10231,R_24,94397,R_24,2113,R_24,6883,R_24,182113,R_24,CT,33781,R_24,CT,9277,R_24,N,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-1,-1,-1,-1,-1,-1,U_24,-1,U_24,354244,R_24,6694,R_24,27432,R_24,20723,R_24,869,R_24,361,83,27,R_24,301,97,632,100,137,22450,R_24,12020,2339,143,R_24,5554,2394,13597,5467,3386,12,449,33,R_24,7599,R_24,CT,267314,R_24,CT,2025,03,1,00,00,00,-87.73297117,42.10457228,1782530,1.451,PLACE,5182617,21,21,17031800500,170318005001009,1710,16980,0,E,98.48,POINTADDRESS
IL,IL0591,30717,WITT TOWNSHIP MEMORIAL LIBRARY,18 NORTH SECOND STREET,WITT,62094,1156,18 NORTH SECOND STREET,WITT,62094,1156,MONTGOMERY,2175947333,ME,CI,SO,Y,CD1,N,04/01/2023,03/31/2024,1043,R_24,1043,1,R_24,0,R_24,0,R_24,0,R_24,0.38,R_24,0,R_24,0.38,R_24,19292,R_24,1538,R_24,0,R_24,1695,R_24,22525,R_24,-9,H_24,-9,H_24,-9,H_24,959,R_24,0,R_24,0,R_24,959,R_24,-9,H_24,25750,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,0,R_24,8732,R_24,60,R_24,1109,R_24,9901,R_24,0,R_24,780,R_24,1047,R_24,CT,14,R_24,CT,118,R_24,N,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-1,-1,-1,-1,-1,-1,U_24,-1,U_24,1270,R_24,0,R_24,0,R_24,237,R_24,2,R_24,0,2,0,R_24,0,0,2,0,0,45,R_24,0,45,0,R_24,0,0,45,0,0,0,0,2,R_24,106,R_24,CT,9,R_24,CT,2025,03,1,00,00,00,-89.35176846,39.25487905,1713582738,1.005,COUNTY SUBDIVISION,27615,42,42,17135957400,171359574001042,1715,-4,N,E,98.49,POINTADDRESS
